Location,x,t,nKx
United States of America,50,1992,12099861
United States of America,55,1992,10748885
United States of America,60,1992,10969892
United States of America,65,1992,9998813
United States of America,70,1992,8186093
United States of America,75,1992,6196302
United States of America,80,1992,4071749
United States of America,85,1992,2104686
United States of America,90,1992,828933
United States of America,95,1992,214754
United States of America,100,1992,32363
United States of America,0,1993,19578395
United States of America,5,1993,18454890
United States of America,10,1993,18532327
United States of America,15,1993,17618959
United States of America,20,1993,19167923
United States of America,25,1993,20200292
United States of America,30,1993,22471067
United States of America,35,1993,21692370
United States of America,40,1993,18679297
United States of America,45,1993,15833737
United States of America,50,1993,12659017
United States of America,55,1993,10849060
United States of America,60,1993,10882960
United States of America,65,1993,9932854
United States of America,70,1993,8554739
United States of America,75,1993,6200069
United States of America,80,1993,4171403
United States of America,85,1993,2179910
United States of America,90,1993,862047
United States of America,95,1993,225234
United States of America,100,1993,33205
United States of America,0,1994,19693007
United States of America,5,1994,18838779
United States of America,10,1994,18803510
United States of America,15,1994,17990239
United States of America,20,1994,18893730
United States of America,25,1994,19970138
United States of America,30,1994,22489440
United States of America,35,1994,22117184
United States of America,40,1994,19479633
United States of America,45,1994,16341022
United States of America,50,1994,13173303
United States of America,55,1994,11048135
United States of America,60,1994,10693290
United States of America,65,1994,9991449
United States of America,70,1994,8768403
United States of America,75,1994,6324886
United States of America,80,1994,4255504
United States of America,85,1994,2258167
United States of America,90,1994,879269
United States of America,95,1994,230095
United States of America,100,1994,34406
United States of America,0,1995,19640750
United States of America,5,1995,19271337
United States of America,10,1995,19008554
United States of America,15,1995,18470382
United States of America,20,1995,18539324
United States of America,25,1995,19933867
United States of America,30,1995,22333575
United States of America,35,1995,22457977
United States of America,40,1995,20542052
United States of America,45,1995,16803126
United States of America,50,1995,13533334
United States of America,55,1995,11373564
United States of America,60,1995,10429228
United States of America,65,1995,10296332
United States of America,70,1995,8649927
United States of America,75,1995,6552834
United States of America,80,1995,4321185
United States of America,85,1995,2321311
United States of America,90,1995,912391
United States of America,95,1995,233220
United States of America,100,1995,36285
United States of America,0,1996,19489174
United States of America,5,1996,19712554
United States of America,10,1996,19222597
United States of America,15,1996,18985479
United States of America,20,1996,18219832
United States of America,25,1996,20065563
United States of America,30,1996,21982821
United States of America,35,1996,22717126
United States of America,40,1996,21042964
United States of America,45,1996,17579966
United States of America,50,1996,14219844
United States of America,55,1996,11613180
United States of America,60,1996,10374725
United States of America,65,1996,10384423
United States of America,70,1996,8678832
United States of America,75,1996,6716381
United States of America,80,1996,4358096
United States of America,85,1996,2404041
United States of America,90,1996,942148
United States of America,95,1996,236861
United States of America,100,1996,37745
United States of America,0,1997,19352571
United States of America,5,1997,20138451
United States of America,10,1997,19478246
United States of America,15,1997,19451957
United States of America,20,1997,18180610
United States of America,25,1997,20157050
United States of America,30,1997,21589821
United States of America,35,1997,22857910
United States of America,40,1997,21304626
United States of America,45,1997,18232350
United States of America,50,1997,15231188
United States of America,55,1997,11897590
United States of America,60,1997,10435497
United States of America,65,1997,10287582
United States of America,70,1997,8836062
United States of America,75,1997,6846305
United States of America,80,1997,4373357
United States of America,85,1997,2494416
United States of America,90,1997,965590
United States of America,95,1997,245741
United States of America,100,1997,38520
United States of America,0,1998,19292211
United States of America,5,1998,20465346
United States of America,10,1998,19794315
United States of America,15,1998,19804032
United States of America,20,1998,18421110
United States of America,25,1998,20094770
United States of America,30,1998,21234520
United States of America,35,1998,22893754
United States of America,40,1998,21836212
United States of America,45,1998,18647051
United States of America,50,1998,16003182
United States of America,55,1998,12426717
United States of America,60,1998,10548693
United States of America,65,1998,10204357
United States of America,70,1998,8793023
United States of America,75,1998,7150863
United States of America,80,1998,4380132
United States of America,85,1998,2553977
United States of America,90,1998,996971
United States of America,95,1998,254245
United States of America,100,1998,39538
United States of America,0,1999,19302174
United States of America,5,1999,20616078
United States of America,10,1999,20177002
United States of America,15,1999,20034304
United States of America,20,1999,18808766
United States of America,25,1999,19919426
United States of America,30,1999,20957042
United States of America,35,1999,22851104
United States of America,40,1999,22216053
United States of America,45,1999,19480742
United States of America,50,1999,16542076
United States of America,55,1999,12920246
United States of America,60,1999,10748744
United States of America,65,1999,10027353
United States of America,70,1999,8860536
United States of America,75,1999,7332962
United States of America,80,1999,4466252
United States of America,85,1999,2600399
United States of America,90,1999,1025880
United States of America,95,1999,254825
United States of America,100,1999,39617
United States of America,0,2000,19367405
United States of America,5,2000,20554551
United States of America,10,2000,20583076
United States of America,15,2000,20203429
United States of America,20,2000,19324776
United States of America,25,2000,19612032
United States of America,30,2000,20874257
United States of America,35,2000,22670039
United States of America,40,2000,22523770
United States of America,45,2000,20543394
United States of America,50,2000,17007420
United States of America,55,2000,13294073
United States of America,60,2000,11055524
United States of America,65,2000,9799981
United States of America,70,2000,9125983
United States of America,75,2000,7248655
United States of America,80,2000,4632441
United States of America,85,2000,2633048
United States of America,90,2000,1045901
United States of America,95,2000,259699
United States of America,100,2000,39100
United States of America,0,2001,19480486
United States of America,5,2001,20330080
United States of America,10,2001,20952821
United States of America,15,2001,20381380
United States of America,20,2001,19905208
United States of America,25,2001,19242350
United States of America,30,2001,20963623
United States of America,35,2001,22326837
United States of America,40,2001,22762881
United States of America,45,2001,21015704
United States of America,50,2001,17742316
United States of America,55,2001,13979961
United States of America,60,2001,11282697
United States of America,65,2001,9783745
United States of America,70,2001,9195031
United States of America,75,2001,7303337
United States of America,80,2001,4787675
United States of America,85,2001,2653765
United States of America,90,2001,1077777
United States of America,95,2001,264039
United States of America,100,2001,38781
United States of America,0,2002,19628589
United States of America,5,2002,20058018
United States of America,10,2002,21270453
United States of America,15,2002,20608241
United States of America,20,2002,20378975
United States of America,25,2002,19055156
United States of America,30,2002,21000141
United States of America,35,2002,21946227
United States of America,40,2002,22876036
United States of America,45,2002,21254047
United States of America,50,2002,18338438
United States of America,55,2002,14950835
United States of America,60,2002,11554182
United States of America,65,2002,9852633
United States of America,70,2002,9134156
United States of America,75,2002,7454787
United States of America,80,2002,4904952
United States of America,85,2002,2664357
United States of America,90,2002,1113724
United States of America,95,2002,266937
United States of America,100,2002,39370
United States of America,0,2003,19803427
United States of America,5,2003,19826102
United States of America,10,2003,21481406
United States of America,15,2003,20877036
United States of America,20,2003,20682908
United States of America,25,2003,19128860
United States of America,30,2003,20852255
United States of America,35,2003,21584653
United States of America,40,2003,22910337
United States of America,45,2003,21760703
United States of America,50,2003,18686446
United States of America,55,2003,15713703
United States of America,60,2003,12059712
United States of America,65,2003,9947624
United States of America,70,2003,9114301
United States of America,75,2003,7411490
United States of America,80,2003,5147591
United States of America,85,2003,2672627
United States of America,90,2003,1135855
United States of America,95,2003,272898
United States of America,100,2003,39886
United States of America,0,2004,19982666
United States of America,5,2004,19672811
United States of America,10,2004,21531403
United States of America,15,2004,21189850
United States of America,20,2004,20867698
United States of America,25,2004,19392246
United States of America,30,2004,20564362
United States of America,35,2004,21287322
United States of America,40,2004,22908506
United States of America,45,2004,22126188
United States of America,50,2004,19440090
United States of America,55,2004,16277998
United States of America,60,2004,12537283
United States of America,65,2004,10137938
United States of America,70,2004,9006594
United States of America,75,2004,7457305
United States of America,80,2004,5342582
United States of America,85,2004,2745220
United States of America,90,2004,1159552
United States of America,95,2004,280789
United States of America,100,2004,39483
United States of America,0,2005,20107678
United States of America,5,2005,19641487
United States of America,10,2005,21432846
United States of America,15,2005,21534918
United States of America,20,2005,20964877
United States of America,25,2005,19810037
United States of America,30,2005,20156592
United States of America,35,2005,21197081
United States of America,40,2005,22757406
United States of America,45,2005,22439329
United States of America,50,2005,20443658
United States of America,55,2005,16769301
United States of America,60,2005,12897222
United States of America,65,2005,10448712
United States of America,70,2005,8835296
United States of America,75,2005,7680035
United States of America,80,2005,5339331
United States of America,85,2005,2876181
United States of America,90,2005,1181725
United States of America,95,2005,288693
United States of America,100,2005,40265
United States of America,0,2006,20199530
United States of America,5,2006,19746694
United States of America,10,2006,21261834
United States of America,15,2006,21854152
United States of America,20,2006,21032334
United States of America,25,2006,20304357
United States of America,30,2006,19750113
United States of America,35,2006,21290944
United States of America,40,2006,22420685
United States of America,45,2006,22684046
United States of America,50,2006,20907406
United States of America,55,2006,17506801
United States of America,60,2006,13558658
United States of America,65,2006,10688100
United States of America,70,2006,8840209
United States of America,75,2006,7748391
United States of America,80,2006,5415327
United States of America,85,2006,3001350
United States of America,90,2006,1200552
United States of America,95,2006,300565
United States of America,100,2006,41053
United States of America,0,2007,20329950
United States of America,5,2007,19932879
United States of America,10,2007,21088760
United States of America,15,2007,22133701
United States of America,20,2007,21136398
United States of America,25,2007,20723214
United States of America,30,2007,19578848
United States of America,35,2007,21341804
United States of America,40,2007,22049281
United States of America,45,2007,22803755
United States of America,50,2007,21166129
United States of America,55,2007,18090191
United States of America,60,2007,14501939
United States of America,65,2007,10965295
United States of America,70,2007,8915456
United States of America,75,2007,7710205
United States of America,80,2007,5589655
United States of America,85,2007,3105611
United States of America,90,2007,1221948
United States of America,95,2007,316171
United States of America,100,2007,42209
United States of America,0,2008,20435278
United States of America,5,2008,20155756
United States of America,10,2008,20962806
United States of America,15,2008,22314504
United States of America,20,2008,21288303
United States of America,25,2008,20992287
United States of America,30,2008,19677067
United States of America,35,2008,21210642
United States of America,40,2008,21698730
United States of America,45,2008,22848229
United States of America,50,2008,21691446
United States of America,55,2008,18432954
United States of America,60,2008,15252739
United States of America,65,2008,11465219
United States of America,70,2008,9013365
United States of America,75,2008,7705710
United States of America,80,2008,5645239
United States of America,85,2008,3292311
United States of America,90,2008,1241652
United States of America,95,2008,326816
United States of America,100,2008,43857
United States of America,0,2009,20435318
United States of America,5,2009,20379804
United States of America,10,2009,20908247
United States of America,15,2009,22337041
United States of America,20,2009,21496317
United States of America,25,2009,21120792
United States of America,30,2009,19946447
United States of America,35,2009,20925486
United States of America,40,2009,21400948
United States of America,45,2009,22848551
United States of America,50,2009,22068923
United States of America,55,2009,19172043
United States of America,60,2009,15809013
United States of America,65,2009,11938168
United States of America,70,2009,9197531
United States of America,75,2009,7631398
United States of America,80,2009,5767989
United States of America,85,2009,3450834
United States of America,90,2009,1293843
United States of America,95,2009,337626
United States of America,100,2009,45717
United States of America,0,2010,20373589
United States of America,5,2010,20527758
United States of America,10,2010,20920994
United States of America,15,2010,22198477
United States of America,20,2010,21814008
United States of America,25,2010,21187743
United States of America,30,2010,20333886
United States of America,35,2010,20512207
United States of America,40,2010,21305195
United States of America,45,2010,22678451
United States of America,50,2010,22364878
United States of America,55,2010,20148286
United States of America,60,2010,16275918
United States of America,65,2010,12288450
United States of America,70,2010,9491026
United States of America,75,2010,7509280
United States of America,80,2010,5996920
United States of America,85,2010,3478816
United States of America,90,2010,1379304
United States of America,95,2010,349486
United States of America,100,2010,48173
United States of America,0,2011,20328234
United States of America,5,2011,20665354
United States of America,10,2011,20977600
United States of America,15,2011,21941709
United States of America,20,2011,22232950
United States of America,25,2011,21317528
United States of America,30,2011,20782400
United States of America,35,2011,20109143
United States of America,40,2011,21412334
United States of America,45,2011,22330843
United States of America,50,2011,22573145
United States of America,55,2011,20599807
United States of America,60,2011,16953499
United States of America,65,2011,12907624
United States of America,70,2011,9711565
United States of America,75,2011,7539047
United States of America,80,2011,6065834
United States of America,85,2011,3552742
United States of America,90,2011,1462009
United States of America,95,2011,362240
United States of America,100,2011,51001
United States of America,0,2012,20270552
United States of America,5,2012,20883479
United States of America,10,2012,21043360
United States of America,15,2012,21677406
United States of America,20,2012,22636818
United States of America,25,2012,21527680
United States of America,30,2012,21193179
United States of America,35,2012,19960732
United States of America,40,2012,21483352
United States of America,45,2012,21980101
United States of America,50,2012,22669911
United States of America,55,2012,20837340
United States of America,60,2012,17472111
United States of America,65,2012,13783693
United States of America,70,2012,9956292
United States of America,75,2012,7620193
United States of America,80,2012,6025725
United States of America,85,2012,3669795
United States of America,90,2012,1527929
United States of America,95,2012,377466
United States of America,100,2012,54206
United States of America,0,2013,20178204
United States of America,5,2013,21089837
United States of America,10,2013,21128164
United States of America,15,2013,21498515
United States of America,20,2013,22885843
United States of America,25,2013,21801839
United States of America,30,2013,21511608
United States of America,35,2013,20083750
United States of America,40,2013,21367311
United States of America,45,2013,21666640
United States of America,50,2013,22706536
United States of America,55,2013,21317374
United States of America,60,2013,17774899
United States of America,65,2013,14473532
United States of America,70,2013,10398128
United States of America,75,2013,7707718
United States of America,80,2013,6015743
United States of America,85,2013,3688541
United States of America,90,2013,1632412
United States of America,95,2013,391581
United States of America,100,2013,56990
United States of America,0,2014,20115537
United States of America,5,2014,21207069
United States of America,10,2014,21227324
United States of America,15,2014,21415551
United States of America,20,2014,22921733
United States of America,25,2014,22148183
United States of America,30,2014,21728005
United States of America,35,2014,20364766
United States of America,40,2014,21116911
United States of America,45,2014,21418437
United States of America,50,2014,22706372
United States of America,55,2014,21657692
United States of America,60,2014,18485070
United States of America,65,2014,14959970
United States of America,70,2014,10808790
United States of America,75,2014,7855128
United States of America,80,2014,5971345
United States of America,85,2014,3739709
United States of America,90,2014,1711993
United States of America,95,2014,414601
United States of America,100,2014,59779
United States of America,0,2015,20095481
United States of America,5,2015,21236796
United States of America,10,2015,21307804
United States of America,15,2015,21442033
United States of America,20,2015,22750116
United States of America,25,2015,22533362
United States of America,30,2015,21879162
United States of America,35,2015,20779162
United States of America,40,2015,20737261
United States of America,45,2015,21390277
United States of America,50,2015,22561122
United States of America,55,2015,21934791
United States of America,60,2015,19451406
United States of America,65,2015,15365124
United States of America,70,2015,11099887
United States of America,75,2015,8088213
United States of America,80,2015,5895351
United States of America,85,2015,3848613
United States of America,90,2015,1703579
United States of America,95,2015,445396
United States of America,100,2015,62841
United States of America,0,2016,20101815
United States of America,5,2016,21178198
United States of America,10,2016,21459942
United States of America,15,2016,21540871
United States of America,20,2016,22464390
United States of America,25,2016,22922054
United States of America,30,2016,22054625
United States of America,35,2016,21273612
United States of America,40,2016,20353576
United States of America,45,2016,21541028
United States of America,50,2016,22243826
United States of America,55,2016,22162815
United States of America,60,2016,19904146
United States of America,65,2016,15983844
United States of America,70,2016,11695057
United States of America,75,2016,8278200
United States of America,80,2016,5925414
United States of America,85,2016,3882583
United States of America,90,2016,1707651
United States of America,95,2016,467933
United States of America,100,2016,68618
United States of America,0,2017,20095946
United States of America,5,2017,21021815
United States of America,10,2017,21727004
United States of America,15,2017,21648569
United States of America,20,2017,22183585
United States of America,25,2017,23259267
United States of America,30,2017,22276480
United States of America,35,2017,21721464
United States of America,40,2017,20233204
United States of America,45,2017,21616710
United States of America,50,2017,21898355
United States of America,55,2017,22291452
United States of America,60,2017,20130075
United States of America,65,2017,16485432
United States of America,70,2017,12548438
United States of America,75,2017,8510338
United States of America,80,2017,5979821
United States of America,85,2017,3890613
United States of America,90,2017,1720036
United States of America,95,2017,478493
United States of America,100,2017,74132
United States of America,0,2018,20021463
United States of America,5,2018,20824569
United States of America,10,2018,21965043
United States of America,15,2018,21769562
United States of America,20,2018,21976719
United States of America,25,2018,23434935
United States of America,30,2018,22533035
United States of America,35,2018,22060631
United States of America,40,2018,20389946
United States of America,45,2018,21495474
United States of America,50,2018,21587988
United States of America,55,2018,22338273
United States of America,60,2018,20600480
United States of America,65,2018,16807719
United States of America,70,2018,13207853
United States of America,75,2018,8906987
United States of America,80,2018,6027820
United States of America,85,2018,3940781
United States of America,90,2018,1674503
United States of America,95,2018,500698
United States of America,100,2018,75558
United States of America,0,2019,19848556
United States of America,5,2019,20697075
United States of America,10,2019,22092167
United States of America,15,2019,21895123
United States of America,20,2019,21871808
United States of America,25,2019,23406928
United States of America,30,2019,22842151
United States of America,35,2019,22296952
United States of America,40,2019,20694555
United States of America,45,2019,21244258
United States of America,50,2019,21346434
United States of America,55,2019,22347500
United States of America,60,2019,20941064
United States of America,65,2019,17500872
United States of America,70,2019,13688595
United States of America,75,2019,9272809
United States of America,80,2019,6118867
United States of America,85,2019,3977177
United States of America,90,2019,1656067
United States of America,95,2019,501755
United States of America,100,2019,78955
United States of America,0,2020,19527692
United States of America,5,2020,20626941
United States of America,10,2020,22032767
United States of America,15,2020,21964938
United States of America,20,2020,21906925
United States of America,25,2020,23206577
United States of America,30,2020,23151041
United States of America,35,2020,22430305
United States of America,40,2020,21090748
United States of America,45,2020,20834047
United States of America,50,2020,21302155
United States of America,55,2020,22187316
United States of America,60,2020,21179339
United States of America,65,2020,18402248
United States of America,70,2020,14058765
United States of America,75,2020,9518070
United States of America,80,2020,6286583
United States of America,85,2020,3941386
United States of America,90,2020,1729802
United States of America,95,2020,479793
United States of America,100,2020,84569
United States of America,0,2021,19164415
United States of America,5,2021,20549332
United States of America,10,2021,21764846
United States of America,15,2021,22044983
United States of America,20,2021,22019962
United States of America,25,2021,22904365
United States of America,30,2021,23415089
United States of America,35,2021,22513098
United States of America,40,2021,21517952
United States of America,45,2021,20383428
United States of America,50,2021,21387375
United States of America,55,2021,21795064
United States of America,60,2021,21330232
United States of America,65,2021,18768581
United States of America,70,2021,14572919
United States of America,75,2021,10049009
United States of America,80,2021,6444162
United States of America,85,2021,3951767
United States of America,90,2021,1839402
United States of America,95,2021,491902
United States of America,100,2021,89739
United States of America,0,2022,18912747
United States of America,5,2022,20440155
United States of America,10,2022,21402056
United States of America,15,2022,22232143
United States of America,20,2022,22161689
United States of America,25,2022,22641979
United States of America,30,2022,23668898
United States of America,35,2022,22639467
United States of America,40,2022,21896904
United States of America,45,2022,20216659
United States of America,50,2022,21384985
United States of America,55,2022,21364450
United States of America,60,2022,21385031
United States of America,65,2022,18916097
United States of America,70,2022,14989485
United States of America,75,2022,10819826
United States of America,80,2022,6653921
United States of America,85,2022,4004509
United States of America,90,2022,1943485
United States of America,95,2022,519628
United States of America,100,2022,95745
United States of America,0,2023,18772017
United States of America,5,2023,20265806
United States of America,10,2023,21055999
United States of America,15,2023,22398946
United States of America,20,2023,22348827
United States of America,25,2023,22516732
United States of America,30,2023,23845890
United States of America,35,2023,22840195
United States of America,40,2023,22188818
United States of America,45,2023,20346434
United States of America,50,2023,21220017
United States of America,55,2023,21012888
United States of America,60,2023,21385674
United States of America,65,2023,19330996
United States of America,70,2023,15293938
United States of America,75,2023,11414867
United States of America,80,2023,7013985
United States of America,85,2023,4066933
United States of America,90,2023,2038889
United States of America,95,2023,534414
United States of America,100,2023,104300
United States of America,0,2024,18715849
United States of America,5,2024,20014615
United States of America,10,2024,20823206
United States of America,15,2024,22428607
United States of America,20,2024,22516108
United States of America,25,2024,22510154
United States of America,30,2024,23861993
United States of America,35,2024,23111850
United States of America,40,2024,22382287
United States of America,45,2024,20620314
United States of America,50,2024,20944468
United States of America,55,2024,20755457
United States of America,60,2024,21370572
United States of America,65,2024,19645554
United States of America,70,2024,15946952
United States of America,75,2024,11859471
United States of America,80,2024,7360558
United States of America,85,2024,4172542
United States of America,90,2024,2097369
United States of America,95,2024,568788
United States of America,100,2024,107706
United States of America,0,2025,18762097
United States of America,5,2025,19669738
United States of America,10,2025,20711346
United States of America,15,2025,22322852
United States of America,20,2025,22626293
United States of America,25,2025,22629718
United States of America,30,2025,23721812
United States of America,35,2025,23426823
United States of America,40,2025,22512043
United States of America,45,2025,21010789
United States of America,50,2025,20545404
United States of America,55,2025,20720181
United States of America,60,2025,21227182
United States of America,65,2025,19895239
United States of America,70,2025,16812324
United States of America,75,2025,12214623
United States of America,80,2025,7618861
United States of America,85,2025,4337394
United States of America,90,2025,2114362
United States of America,95,2025,619855
United States of America,100,2025,104465
United States of America,0,2026,18862433
United States of America,5,2026,19324841
United States of America,10,2026,20642291
United States of America,15,2026,22072499
United States of America,20,2026,22765036
United States of America,25,2026,22823155
United States of America,30,2026,23494582
United States of America,35,2026,23745765
United States of America,40,2026,22638467
United States of America,45,2026,21467911
United States of America,50,2026,20139115
United States of America,55,2026,20848119
United States of America,60,2026,20910388
United States of America,65,2026,20108553
United States of America,70,2026,17231941
United States of America,75,2026,12748655
United States of America,80,2026,8122087
United States of America,85,2026,4500669
United States of America,90,2026,2152427
United States of America,95,2026,660240
United States of America,100,2026,105763
United States of America,0,2027,18945489
United States of America,5,2027,19084734
United States of America,10,2027,20538529
United States of America,15,2027,21718477
United States of America,20,2027,22984030
United States of America,25,2027,23012954
United States of America,30,2027,23279791
United States of America,35,2027,24035102
United States of America,40,2027,22793431
United States of America,45,2027,21866609
United States of America,50,2027,20002176
United States of America,55,2027,20884434
United States of America,60,2027,20556880
United States of America,65,2027,20228539
United States of America,70,2027,17446975
United States of America,75,2027,13205570
United States of America,80,2027,8815325
United States of America,85,2027,4695639
United States of America,90,2027,2198434
United States of America,95,2027,694845
United States of America,100,2027,110297
United States of America,0,2028,19031666
United States of America,5,2028,18944373
United States of America,10,2028,20364558
United States of America,15,2028,21373567
United States of America,20,2028,23152188
United States of America,25,2028,23201760
United States of America,30,2028,23158467
United States of America,35,2028,24214968
United States of America,40,2028,22997758
United States of America,45,2028,22161500
United States of America,50,2028,20139536
United States of America,55,2028,20739368
United States of America,60,2028,20247066
United States of America,65,2028,20264582
United States of America,70,2028,17868393
United States of America,75,2028,13523614
United States of America,80,2028,9344594
United States of America,85,2028,4985106
United States of America,90,2028,2249409
United States of America,95,2028,728433
United States of America,100,2028,113945
United States of America,0,2029,19118475
United States of America,5,2029,18889029
United States of America,10,2029,20114111
United States of America,15,2029,21143269
United States of America,20,2029,23185394
United States of America,25,2029,23371761
United States of America,30,2029,23154739
United States of America,35,2029,24233291
United States of America,40,2029,23269964
United States of America,45,2029,22356242
United States of America,50,2029,20414171
United States of America,55,2029,20477686
United States of America,60,2029,20011681
United States of America,65,2029,20267282
United States of America,70,2029,18180659
United States of America,75,2029,14125725
United States of America,80,2029,9726129
United States of America,85,2029,5253789
United States of America,90,2029,2324430
United States of America,95,2029,752966
United States of America,100,2029,122541
United States of America,0,2030,19202990
United States of America,5,2030,18936585
United States of America,10,2030,19770404
United States of America,15,2030,21035348
United States of America,20,2030,23086887
United States of America,25,2030,23488430
United States of America,30,2030,23279053
United States of America,35,2030,24098357
United States of America,40,2030,23586407
United States of America,45,2030,22489090
United States of America,50,2030,20803995
United States of America,55,2030,20097445
United States of America,60,2030,19990534
United States of America,65,2030,20148474
United States of America,70,2030,18434540
United States of America,75,2030,14909087
United States of America,80,2030,10022838
United States of America,85,2030,5456346
United States of America,90,2030,2429849
United States of America,95,2030,762610
United States of America,100,2030,133036
United States of America,0,2031,19285765
United States of America,5,2031,19038505
United States of America,10,2031,19426714
United States of America,15,2031,20970056
United States of America,20,2031,22845097
United States of America,25,2031,23634851
United States of America,30,2031,23477914
United States of America,35,2031,23877885
United States of America,40,2031,23907373
United States of America,45,2031,22619137
United States of America,50,2031,21259171
United States of America,55,2031,19710798
United States of America,60,2031,20125284
United States of America,65,2031,19864371
United States of America,70,2031,18654900
United States of America,75,2031,15307217
United States of America,80,2031,10493632
United States of America,85,2031,5845278
United States of America,90,2031,2536376
United States of America,95,2031,781035
United States of America,100,2031,141615
United States of America,0,2032,19369352
United States of America,5,2032,19123413
United States of America,10,2032,19187755
United States of America,15,2032,20869405
United States of America,20,2032,22499849
United States of America,25,2032,23861589
United States of America,30,2032,23673748
United States of America,35,2032,23670318
United States of America,40,2032,24199252
United States of America,45,2032,22777539
United States of America,50,2032,21656621
United States of America,55,2032,19585829
United States of America,60,2032,20169646
United States of America,65,2032,19543843
United States of America,70,2032,18786841
United States of America,75,2032,15528448
United States of America,80,2032,10914787
United States of America,85,2032,6378844
United States of America,90,2032,2662701
United States of America,95,2032,802935
United States of America,100,2032,149484
United States of America,0,2033,19456666
United States of America,5,2033,19211647
United States of America,10,2033,19048510
United States of America,15,2033,20697881
United States of America,20,2033,22162963
United States of America,25,2033,24037614
United States of America,30,2033,23868857
United States of America,35,2033,23555838
United States of America,40,2033,24382676
United States of America,45,2033,22984835
United States of America,50,2033,21952000
United States of America,55,2033,19727556
United States of America,60,2033,20038562
United States of America,65,2033,19264624
United States of America,70,2033,18840692
United States of America,75,2033,15927033
United States of America,80,2033,11210516
United States of America,85,2033,6792055
United States of America,90,2033,2846290
United States of America,95,2033,827452
United States of America,100,2033,156792
United States of America,0,2034,19539638
United States of America,5,2034,19299956
United States of America,10,2034,18993944
United States of America,15,2034,20449002
United States of America,20,2034,21937807
United States of America,25,2034,24076365
United States of America,30,2034,24042990
United States of America,35,2034,23556521
United States of America,40,2034,24404854
United States of America,45,2034,23258710
United States of America,50,2034,22148785
United States of America,55,2034,20003108
United States of America,60,2034,19796015
United States of America,65,2034,19057439
United States of America,70,2034,18865274
United States of America,75,2034,16233084
United States of America,80,2034,11738752
United States of America,85,2034,7085166
United States of America,90,2034,3016264
United States of America,95,2034,861947
United States of America,100,2034,163157
United States of America,0,2035,19614571
United States of America,5,2035,19385074
United States of America,10,2035,19041798
United States of America,15,2035,20106139
United States of America,20,2035,21831853
United States of America,25,2035,23980221
United States of America,30,2035,24160914
United States of America,35,2035,23682048
United States of America,40,2035,24273571
United States of America,45,2035,23575533
United States of America,50,2035,22284577
United States of America,55,2035,20390718
United States of America,60,2035,19440271
United States of America,65,2035,19054221
United States of America,70,2035,18776719
United States of America,75,2035,16489165
United States of America,80,2035,12407834
United States of America,85,2035,7303792
United States of America,90,2035,3144072
United States of America,95,2035,906770
United States of America,100,2035,166559
United States of America,0,2036,19680996
United States of America,5,2036,19468115
United States of America,10,2036,19143837
United States of America,15,2036,19763054
United States of America,20,2036,21767353
United States of America,25,2036,23740167
United States of America,30,2036,24307296
United States of America,35,2036,23880755
United States of America,40,2036,24056941
United States of America,45,2036,23896496
United States of America,50,2036,22417584
United States of America,55,2036,20841380
United States of America,60,2036,19078597
United States of America,65,2036,19197872
United States of America,70,2036,18532737
United States of America,75,2036,16715163
United States of America,80,2036,12769902
United States of America,85,2036,7682546
United States of America,90,2036,3391401
United States of America,95,2036,952495
United States of America,100,2036,171887
United States of America,0,2037,19732500
United States of America,5,2037,19551751
United States of America,10,2037,19228724
United States of America,15,2037,19524124
United States of America,20,2037,21666461
United States of America,25,2037,23396120
United States of America,30,2037,24532651
United States of America,35,2037,24075826
United States of America,40,2037,23852731
United States of America,45,2037,24188204
United States of America,50,2037,22578146
United States of America,55,2037,21235028
United States of America,60,2037,18968379
United States of America,65,2037,19252888
United States of America,70,2037,18252321
United States of America,75,2037,16859026
United States of America,80,2037,12990539
United States of America,85,2037,8040691
United States of America,90,2037,3730990
United States of America,95,2037,1006691
United States of America,100,2037,178045
United States of America,0,2038,19753091
United States of America,5,2038,19638938
United States of America,10,2038,19316833
United States of America,15,2038,19384450
United States of America,20,2038,21494063
United States of America,25,2038,23059573
United States of America,30,2038,24706882
United States of America,35,2038,24269731
United States of America,40,2038,23740558
United States of America,45,2038,24372189
United States of America,50,2038,22786673
United States of America,55,2038,21529002
United States of America,60,2038,19114926
United States of America,65,2038,19139877
United States of America,70,2038,18010705
United States of America,75,2038,16933021
United States of America,80,2038,13351261
United States of America,85,2038,8293278
United States of America,90,2038,3996168
United States of America,95,2038,1085072
United States of America,100,2038,184881
United States of America,0,2039,19754586
United States of America,5,2039,19721762
United States of America,10,2039,19405049
United States of America,15,2039,19329590
United States of America,20,2039,21244765
United States of America,25,2039,22834323
United States of America,30,2039,24744625
United States of America,35,2039,24442856
United States of America,40,2039,23742629
United States of America,45,2039,24396577
United States of America,50,2039,23060962
United States of America,55,2039,21727236
United States of America,60,2039,19391023
United States of America,65,2039,18921611
United States of America,70,2039,17839073
United States of America,75,2039,16983342
United States of America,80,2039,13640978
United States of America,85,2039,8714425
United States of America,90,2039,4175220
United States of America,95,2039,1156271
United States of America,100,2039,193958
United States of America,0,2040,19738863
United States of America,5,2040,19796540
United States of America,10,2040,19490094
United States of America,15,2040,19377197
United States of America,20,2040,20902028
United States of America,25,2040,22727867
United States of America,30,2040,24648307
United States of America,35,2040,24560252
